iter	Logloss
250	0.5296971517
251	0.5296513533
252	0.5296257316
253	0.529550503
254	0.5295079727
255	0.5294482825
256	0.5293946389
257	0.5293377426
258	0.5293074172
259	0.5292832076
260	0.5292311024
261	0.5291796501
262	0.5291232935
263	0.5290546635
264	0.5290153981
265	0.5289562084
266	0.5289227678
267	0.5288620914
268	0.5288148962
269	0.5287558728
270	0.5287362282
271	0.528669629
272	0.5286051162
273	0.5285550798
274	0.5284898841
275	0.528427819
276	0.5283891164
277	0.528359807
278	0.5283468069
279	0.5282794632
280	0.5281951615
281	0.5281201644
282	0.5280401956
283	0.5280142876
284	0.5280066752
285	0.5280044291
286	0.5279609501
287	0.5279307973
288	0.5279292835
289	0.5278641881
290	0.5278140719
291	0.5277787124
292	0.5277345074
293	0.5277200447
294	0.5276487536
295	0.5276251551
296	0.5275852429
297	0.527526942
298	0.5274989531
299	0.527456604
300	0.5274072083
301	0.527361334
302	0.5273269794
303	0.5273025465
304	0.5272377402
305	0.5271827026
306	0.5271452683
307	0.5270738049
308	0.5270065205
309	0.5269595963
310	0.5269198303
311	0.5268528463
312	0.5267882877
313	0.5267438261
314	0.5266967154
315	0.5266361557
316	0.526569755
317	0.5265100636
318	0.5264630866
319	0.5264173503
320	0.5263873913
321	0.5263831868
322	0.5263432628
323	0.5262934798
324	0.5262546908
325	0.5262030398
326	0.5261830889
327	0.5261412829
328	0.5261351615
329	0.5261213318
330	0.526095745
331	0.5260369466
332	0.5259670199
333	0.525925012
334	0.5259067287
335	0.5258897022
336	0.5258370919
337	0.5257907767
338	0.5257310003
339	0.5256981961
340	0.5256574092
341	0.5256239634
342	0.5255948319
343	0.5255856096
344	0.5255184057
345	0.5254442752
346	0.5254152596
347	0.5253687018
348	0.5253446569
349	0.5253270568
350	0.525260396
351	0.5252396272
352	0.5252039043
353	0.525157157
354	0.5251184045
355	0.5250701446
356	0.525014361
357	0.5249841115
358	0.5249614358
359	0.5249407921
360	0.5248992453
361	0.5248334609
362	0.5248321927
363	0.5247949382
364	0.5247629587
365	0.5247255789
366	0.5246395132
367	0.5245783449
368	0.5245345144
369	0.5244761966
370	0.5244289697
371	0.5243862477
372	0.5243520619
373	0.5242688592
374	0.5242311217
375	0.5241899793
376	0.5241112977
377	0.5240784879
378	0.5240546391
379	0.5240150783
380	0.5240141125
381	0.5239870474
382	0.5239128577
383	0.5238857264
384	0.5238349976
385	0.5238115356
386	0.5237832384
387	0.5237466476
388	0.523681262
389	0.5236802892
390	0.5236133679
391	0.523600498
392	0.5235283157
393	0.5234980145
394	0.5234541662
395	0.5234088475
396	0.5233782208
397	0.5233389752
398	0.5232993385
399	0.5232666925
400	0.5232423223
401	0.5232265463
402	0.5231963113
403	0.5231575382
404	0.5231425348
405	0.5231061497
406	0.5230521206
407	0.5230005184
408	0.5229820971
409	0.522940736
410	0.522875681
411	0.5228247467
412	0.522774563
413	0.5227176415
414	0.5227009853
415	0.522680603
416	0.5226492039
417	0.5226469645
418	0.5225750768
419	0.522529716
420	0.5224948383
421	0.522475452
422	0.5224724024
423	0.5224706155
424	0.5224263806
425	0.5223916198
426	0.5223588422
427	0.5223223252
428	0.5222815584
429	0.5222341567
430	0.5221744158
431	0.5220970257
432	0.5220841076
433	0.5220483667
434	0.5220188675
435	0.521984298
436	0.521952328
437	0.5219512869
438	0.5218865064
439	0.5218417812
440	0.521802402
441	0.5217549883
442	0.5217336486
443	0.5216727714
444	0.5216431783
445	0.5215982029
446	0.5215713437
447	0.5215479025
448	0.5215239847
449	0.5214789214
450	0.52145737
451	0.5213947701
452	0.5213942626
453	0.5213666578
454	0.5213312451
455	0.5213111393
456	0.5212851914
457	0.521250359
458	0.5211987911
459	0.5211868478
460	0.5211600514
461	0.5211134196
462	0.5210619754
463	0.5209905513
464	0.5209511544
465	0.5208751913
466	0.5208404204
467	0.5208112299
468	0.5207828876
469	0.5207468761
470	0.5207218557
471	0.5207079
472	0.5206669796
473	0.5206235226
474	0.5205656036
475	0.5205242586
476	0.5204780041
477	0.520437957
478	0.5203964734
479	0.5203635675
480	0.5203353314
481	0.520298088
482	0.5202753627
483	0.5202399909
484	0.5201983092
485	0.5201465313
486	0.5201058277
487	0.5200272328
488	0.5199512894
489	0.5199120833
490	0.5198766346
491	0.5198374006
492	0.5198108684
493	0.5197652515
494	0.5197207803
495	0.5196909068
496	0.5196686335
497	0.5196408502
498	0.5196125172
499	0.5195922876
500	0.5195760573
501	0.5195201464
502	0.5194500841
503	0.5193918792
504	0.5193358212
505	0.519291025
506	0.5192289147
507	0.5191943873
508	0.519148043
509	0.5190894271
510	0.5190607143
511	0.5190174048
512	0.5189676349
513	0.518904661
514	0.5188528615
515	0.5188245594
516	0.5187760967
517	0.5187434328
518	0.5187134354
519	0.5186692042
520	0.518659344
521	0.5186062893
522	0.5185828003
523	0.5185515814
524	0.5185031646
525	0.5184671189
526	0.5184391702
527	0.5184107522
528	0.5183792303
529	0.5183525226
530	0.5183300393
531	0.5182839619
532	0.5182790802
533	0.518246604
534	0.5182275775
535	0.518212476
536	0.5181703857
537	0.5181391694
538	0.5180942174
539	0.5180879979
540	0.5180552823
541	0.517992334
542	0.51797814
543	0.5179559678
544	0.5179344527
545	0.5179133865
546	0.5178815757
547	0.5178139342
548	0.5178033209
549	0.5177820182
550	0.5177315941
551	0.5177057472
552	0.5176926133
553	0.5176362127
554	0.517580062
555	0.5175360638
556	0.5175121146
557	0.5174509822
558	0.5174260428
559	0.5173877314
560	0.5173292573
561	0.5173093678
562	0.5172922154
563	0.5172528727
564	0.5172046598
565	0.5171477493
566	0.5171293512
567	0.5171109277
568	0.5170851677
569	0.5170683887
570	0.5170405186
571	0.51701633
572	0.5169848071
573	0.5169677658
574	0.5169209319
575	0.516894613
576	0.5168251332
577	0.5167888943
578	0.5167408944
579	0.5167162643
580	0.5166807744
581	0.5166343194
582	0.5165774672
583	0.5165385029
584	0.5165164602
585	0.516480347
586	0.5164567123
587	0.5164262997
588	0.5164113048
589	0.5163598451
590	0.5163337011
591	0.5163309402
592	0.5162976047
593	0.5162587313
594	0.5162495313
595	0.5162352571
596	0.5161957349
597	0.5161390694
598	0.5161289682
599	0.5160814617
600	0.5160150578
601	0.5160071371
602	0.5159834243
603	0.5159462767
604	0.5159243728
605	0.5158824596
606	0.5158457466
607	0.5158276539
608	0.5158130579
609	0.5157904944
610	0.5157764008
611	0.5157470857
612	0.515723748
613	0.5157047456
614	0.515658498
615	0.5156193032
616	0.5155725126
617	0.5155278515
618	0.5154941752
619	0.5154316059
620	0.5153948338
621	0.515357053
622	0.5153432862
623	0.5153263976
624	0.5152991964
625	0.5152735323
626	0.5152344666
627	0.5151815225
628	0.5151419141
629	0.5151140699
630	0.5150590529
631	0.5150257556
632	0.5149992406
633	0.5149294758
634	0.5149069719
635	0.5148507251
636	0.5148259385
637	0.5147923311
638	0.5147607802
639	0.514727087
640	0.5147148157
641	0.5146662226
642	0.5146505775
643	0.5145953661
644	0.5145581287
645	0.5145314347
646	0.5144957712
647	0.5144670557
648	0.5144399237
649	0.5143962665
650	0.5143690703
651	0.5143108956
652	0.514262404
653	0.5141963488
654	0.5141626624
655	0.5141450521
656	0.5141299956
657	0.5141121154
658	0.5140721972
659	0.5140581943
660	0.5140242536
661	0.5139811019
662	0.5139389134
663	0.513922548
664	0.5138964428
665	0.5138835234
666	0.5138655642
667	0.5138416002
668	0.5138125358
669	0.5137698148
670	0.5137526533
671	0.5137382403
672	0.5136954175
673	0.5136480409
674	0.5136469651
675	0.5136148501
676	0.5135803911
677	0.5135513709
678	0.5134948032
679	0.5134724676
680	0.5134286621
681	0.5134041803
682	0.5133796915
683	0.5133445131
684	0.5133231915
685	0.5132920402
686	0.513266328
687	0.5132373581
688	0.5132145147
689	0.5131773873
690	0.5131514911
691	0.5131190824
692	0.5130994842
693	0.5130623794
694	0.5129902895
695	0.5129589068
696	0.5129103857
697	0.5128662555
698	0.5128426317
699	0.5128121038
700	0.5127953021
701	0.5127767683
702	0.5127758922
703	0.5127563764
704	0.5127280189
705	0.5126832441
706	0.5126539585
707	0.512624207
708	0.5125981046
709	0.5125511463
710	0.5125108224
711	0.5124910208
712	0.5124555549
713	0.5124322954
714	0.512417074
715	0.512373475
716	0.5123593882
717	0.5122957506
718	0.5122376223
719	0.5121888712
720	0.512162767
721	0.512102362
722	0.5120640254
723	0.5120403209
724	0.5120059262
725	0.51198144
726	0.5119628488
727	0.5119499176
728	0.5119122057
729	0.5118883973
730	0.5118442779
731	0.5118211607
732	0.5117923435
733	0.5117706967
734	0.5117643461
735	0.5116990802
736	0.5116596241
737	0.511629783
738	0.5115952965
739	0.5115583248
740	0.5115463487
741	0.5115270812
742	0.5115001382
743	0.5114562436
744	0.5114363215
745	0.5113992962
746	0.5113545027
747	0.5113171
748	0.5113004729
749	0.5112580842
750	0.5112215797
751	0.5111556871
752	0.511127689
753	0.5111050675
754	0.5110598874
755	0.511042251
756	0.5110051377
757	0.5109630058
758	0.510940247
759	0.5109290332
760	0.510885439
761	0.5108480338
762	0.5108005676
763	0.5107726571
764	0.5107324717
765	0.5107125404
766	0.5107035382
767	0.5106457494
768	0.5106100242
769	0.5105567271
770	0.510537043
771	0.5104875791
772	0.5104761519
773	0.5104578417
774	0.5104250681
775	0.5104128176
776	0.5103795329
777	0.5103548935
778	0.5103182067
779	0.5103008211
780	0.5102815842
781	0.5102124603
782	0.5101684509
783	0.5101282289
784	0.5100855224
785	0.5100598577
786	0.5100364378
787	0.5100137046
788	0.5100044202
789	0.5099769247
790	0.5099684115
791	0.5099325138
792	0.5098849105
793	0.5098672498
794	0.5098662043
795	0.5098483669
796	0.5098045696
797	0.5097711542
798	0.5097197348
799	0.5096499152
800	0.5096291895
801	0.5096235294
802	0.5095468158
803	0.5095204886
804	0.5094832411
805	0.509464095
806	0.5094315669
807	0.5094134257
808	0.5094115239
809	0.5093645556
810	0.5093181902
811	0.5092854514
812	0.509262386
813	0.5092211946
814	0.509194489
815	0.5091600151
816	0.5091222083
817	0.5091132397
818	0.5090722168
819	0.5090326871
820	0.5090248982
821	0.5090058787
822	0.5089857314
823	0.5089521866
824	0.508938829
825	0.5089107027
826	0.5088766802
827	0.5088364654
828	0.5088169673
829	0.5088047811
830	0.5087985869
831	0.5087973033
832	0.5087956623
833	0.508750527
834	0.5086983556
835	0.5086569009
836	0.5086468601
837	0.5086312427
838	0.5085791205
839	0.5085503661
840	0.5085303432
841	0.5085046872
842	0.5084649348
843	0.5084484314
844	0.5084187215
845	0.5083973655
846	0.5083608383
847	0.5083437672
848	0.5082993386
849	0.5082690395
850	0.5082647593
851	0.5082227397
852	0.5081901742
853	0.5081299689
854	0.5081128717
855	0.5080907049
856	0.5080509409
857	0.5080051156
858	0.5079645672
859	0.5079306703
860	0.5079040567
861	0.5078842317
862	0.5078350414
863	0.5078214576
864	0.5078047857
865	0.5077733195
866	0.5077356127
867	0.5077079232
868	0.5076825237
869	0.5076585061
870	0.5076192759
871	0.5076084218
872	0.5075809586
873	0.5075386077
874	0.507531521
875	0.5074935352
876	0.5074460364
877	0.5074117002
878	0.5073876877
879	0.5073602461
880	0.5073322521
881	0.5072948367
882	0.5072819348
883	0.5072453844
884	0.5071902512
885	0.5071657743
886	0.5071419987
887	0.5071103052
888	0.507078053
889	0.5070445402
890	0.5070117439
891	0.507008629
892	0.5069800149
893	0.5069326366
894	0.5069198066
895	0.5068958642
896	0.5068715825
897	0.5068309687
898	0.5068109191
899	0.5067927003
900	0.5067795889
901	0.5067628522
902	0.5067088214
903	0.5067013096
904	0.5066822795
905	0.5066584368
906	0.5066387679
907	0.5066109466
908	0.5065557924
909	0.5065344664
910	0.506489498
911	0.5064469572
912	0.5064340004
913	0.5063872046
914	0.5063782303
915	0.5063523649
916	0.506326508
917	0.5062845259
918	0.5062497068
919	0.506236991
920	0.5062211963
921	0.5062022065
922	0.5061917708
923	0.5061375789
924	0.5061144728
925	0.5061144266
926	0.5060632545
927	0.5060378442
928	0.5060104279
929	0.5059582303
930	0.5059202091
931	0.5058943788
932	0.5058641097
933	0.5058398556
934	0.5058077733
935	0.5057840823
936	0.5057619071
937	0.5057449534
938	0.5057172912
939	0.5056936713
940	0.5056732676
941	0.5056367614
942	0.5056041159
943	0.5055707655
944	0.5055230096
945	0.5054673411
946	0.5054269754
947	0.505390847
948	0.5053730422
949	0.5053493347
950	0.5052957501
951	0.5052521103
952	0.5051960511
953	0.5051532985
954	0.5051363784
955	0.5051256718
956	0.5050921004
957	0.5050711171
958	0.5050534299
959	0.5050392307
960	0.5049895521
961	0.5049571368
962	0.5049464293
963	0.5049140043
964	0.5048882559
965	0.5048824227
966	0.5048428796
967	0.5048183583
968	0.5048074063
969	0.5047635374
970	0.5047270098
971	0.5047080351
972	0.5046957747
973	0.5046727389
974	0.5046615368
975	0.5046370597
976	0.5046217192
977	0.5046032733
978	0.5045731158
979	0.5045383895
980	0.5044740856
981	0.5044602158
982	0.5044379905
983	0.5044151362
984	0.5043859232
985	0.5043507216
986	0.5043367689
987	0.5043100713
988	0.5042566691
989	0.5042245433
990	0.5042045317
991	0.5041798618
992	0.5041498549
993	0.5041469653
994	0.5041397684
995	0.5040990951
996	0.5040650719
997	0.5040600921
998	0.5040311199
999	0.5039878895
